user,title,price,bed,bedroom,bathroom,guest_adult,guest_kid,guest_pet,stay_type,description,latitude,longitude
1738,ㅋㅋ집,95203,4,3,2,5,4,6,4,제주도ㅋㅋ집,-66.015088,-55.723552
1739,ㅎㅎ집,40479,4,2,4,2,5,6,2,제주도ㅎㅎ집,-21.571152,28.988959
1740,ㅁㅁ집,123246,8,3,4,3,3,5,3,제주도ㅁㅁ집,-9.978875,-126.783029
1741,멋진집,37767,4,2,4,2,5,7,2,제주도멋진집,-75.294803,128.35895
1742,쿨한집,64511,7,3,3,6,5,7,3,제주도쿨한집,-78.838765,51.70856
1743,힙한집,53974,5,5,4,6,2,4,3,제주도힙한집,-7.331385,-124.181654
1744,ㅋㅋ집,83255,3,3,3,6,2,2,1,제주도ㅋㅋ집,-89.775508,168.003682
1745,ㅎㅎ집,112917,5,4,3,1,3,3,1,제주도ㅎㅎ집,-79.73089,-26.01399
1746,ㅁㅁ집,95266,5,2,3,1,2,4,1,제주도ㅁㅁ집,-0.261823,76.994692
1747,멋진집,62325,8,4,4,4,4,3,4,제주도멋진집,41.039936,61.40867
1748,쿨한집,126304,3,5,4,5,4,3,4,제주도쿨한집,66.53828,-25.980721
1749,힙한집,42130,4,2,2,4,3,4,1,제주도힙한집,-16.467488,-4.748243
1750,ㅋㅋ집,101314,8,2,4,2,3,4,1,제주도ㅋㅋ집,30.403199,58.898145
1751,ㅎㅎ집,103454,9,2,4,6,5,4,3,제주도ㅎㅎ집,18.260752,-118.411775
1752,ㅁㅁ집,95642,8,4,3,5,4,2,2,제주도ㅁㅁ집,-60.164279,97.437553
1753,멋진집,94103,4,4,4,3,4,7,4,제주도멋진집,-55.885216,-11.532608
1754,쿨한집,32249,9,2,2,6,2,5,4,제주도쿨한집,-42.074295,-39.549793
1755,힙한집,125517,5,2,4,2,3,6,2,제주도힙한집,19.244301,143.810585
1756,ㅋㅋ집,71743,4,4,4,2,4,6,2,제주도ㅋㅋ집,-15.728051,-105.022802
1757,ㅎㅎ집,92558,6,4,4,4,5,7,4,제주도ㅎㅎ집,69.097263,-51.751217
1758,ㅁㅁ집,55184,5,2,2,2,3,4,3,제주도ㅁㅁ집,-49.685739,-175.346708
1759,멋진집,116272,6,5,3,4,4,3,4,제주도멋진집,21.883671,133.422276
1760,쿨한집,83825,5,4,4,2,5,3,2,제주도쿨한집,-13.214417,-65.008813
1761,힙한집,38299,5,3,2,6,2,3,3,제주도힙한집,63.533156,-151.73875
1762,ㅋㅋ집,61097,3,2,3,4,5,2,4,제주도ㅋㅋ집,-63.437494,-103.160558
1763,ㅎㅎ집,89611,9,5,4,2,5,4,2,제주도ㅎㅎ집,68.608216,36.742641
1764,ㅁㅁ집,56585,8,4,4,4,5,4,4,제주도ㅁㅁ집,53.754976,-177.41226
1765,멋진집,43896,4,2,3,3,3,3,2,제주도멋진집,-41.936519,-73.920785
1766,쿨한집,50916,6,2,4,3,5,7,1,제주도쿨한집,-18.219297,-26.827047
1767,힙한집,113369,8,3,2,2,5,5,3,제주도힙한집,80.709106,-122.124251
1768,ㅋㅋ집,76480,9,2,3,6,2,4,1,제주도ㅋㅋ집,-32.673221,-38.974712
1769,ㅎㅎ집,50928,6,3,2,5,3,4,3,제주도ㅎㅎ집,-66.690077,18.241096
1770,ㅁㅁ집,118765,4,5,3,4,5,6,3,제주도ㅁㅁ집,12.982558,119.355686
1771,멋진집,44283,7,5,4,2,5,5,4,제주도멋진집,49.060088,6.057562
1772,쿨한집,94396,4,2,4,6,2,7,2,제주도쿨한집,-65.030292,169.319158
1773,힙한집,64227,8,4,2,5,4,6,1,제주도힙한집,49.407146,59.587444
1774,ㅋㅋ집,77588,8,3,4,6,2,4,3,제주도ㅋㅋ집,1.394748,-75.585514
1775,ㅎㅎ집,108319,4,5,3,5,3,7,3,제주도ㅎㅎ집,57.613435,-23.525999
1776,ㅁㅁ집,129746,3,4,4,2,5,4,4,제주도ㅁㅁ집,-75.033479,179.943056
1777,멋진집,42789,3,2,2,3,3,6,3,제주도멋진집,-19.146699,-164.771508
1778,쿨한집,65837,6,4,4,6,3,4,1,제주도쿨한집,-82.121071,51.519976
1779,힙한집,127564,5,3,2,4,5,3,4,제주도힙한집,-88.069953,99.868598
1780,ㅋㅋ집,104738,9,3,2,3,2,2,1,제주도ㅋㅋ집,-42.157658,-59.296275
1781,ㅎㅎ집,32776,6,2,2,5,2,2,3,제주도ㅎㅎ집,41.79908,-66.005407
1782,ㅁㅁ집,33007,5,4,4,6,3,7,1,제주도ㅁㅁ집,-13.095973,-58.893465
1783,멋진집,48535,4,4,3,4,5,6,1,제주도멋진집,64.006454,-125.108883
1784,쿨한집,117008,9,5,2,3,2,4,1,제주도쿨한집,-70.862268,141.312464
1785,힙한집,114465,6,2,4,3,3,3,3,제주도힙한집,-75.038188,-41.018586
1786,ㅋㅋ집,126473,6,2,2,5,2,7,2,제주도ㅋㅋ집,31.478974,151.133661
1787,ㅎㅎ집,70951,5,2,3,1,2,7,3,제주도ㅎㅎ집,46.790536,-77.978614
1788,ㅁㅁ집,53784,5,2,4,5,2,3,2,제주도ㅁㅁ집,72.469892,-2.127566
1789,멋진집,62088,4,5,4,3,2,4,4,제주도멋진집,-71.457192,-36.190989
1790,쿨한집,92454,5,2,3,6,3,6,4,제주도쿨한집,-53.446129,105.148996
1791,힙한집,110887,7,3,2,1,3,2,4,제주도힙한집,77.031475,-50.964662
1792,ㅋㅋ집,61444,3,3,3,2,4,7,3,제주도ㅋㅋ집,-26.514278,-142.553849
1793,ㅎㅎ집,83133,8,4,4,3,2,5,3,제주도ㅎㅎ집,49.842312,82.472161
1794,ㅁㅁ집,59868,8,2,4,4,2,6,4,제주도ㅁㅁ집,41.620152,0.883741
1795,멋진집,57748,6,5,2,1,2,2,2,제주도멋진집,33.488595,135.363211
1796,쿨한집,110533,3,2,4,4,4,2,4,제주도쿨한집,55.095479,-49.93723
1797,힙한집,112009,5,3,2,6,2,2,2,제주도힙한집,-78.29206,-73.83311
1798,ㅋㅋ집,97417,3,2,2,5,5,5,4,제주도ㅋㅋ집,54.588033,-169.568434
1799,ㅎㅎ집,100573,4,2,2,4,3,5,3,제주도ㅎㅎ집,-30.972591,-113.677564
1800,ㅁㅁ집,38276,4,5,2,1,5,3,1,제주도ㅁㅁ집,12.285995,136.969991
1801,멋진집,81885,8,2,3,2,2,7,1,제주도멋진집,-21.481085,132.236019
1802,쿨한집,121456,6,4,2,6,2,3,4,제주도쿨한집,-41.507924,77.632291
1803,힙한집,105937,8,2,3,3,5,7,1,제주도힙한집,49.760374,178.090837
1804,ㅋㅋ집,108079,5,3,4,5,4,4,2,제주도ㅋㅋ집,-39.152445,-178.369027
1805,ㅎㅎ집,88090,9,3,4,5,3,6,4,제주도ㅎㅎ집,-77.900257,-131.615641
1806,ㅁㅁ집,85046,7,3,4,1,4,6,2,제주도ㅁㅁ집,40.173511,169.101921
1807,멋진집,127085,8,2,4,4,5,3,3,제주도멋진집,-7.856583,50.418331
1808,쿨한집,98681,8,2,4,2,3,2,1,제주도쿨한집,-41.491254,23.911729
1809,힙한집,86600,5,4,4,5,2,4,2,제주도힙한집,-5.226607,-40.427945
1810,ㅋㅋ집,97024,6,4,3,3,3,4,2,제주도ㅋㅋ집,-54.189525,-37.578772
1811,ㅎㅎ집,111920,9,3,4,3,3,6,4,제주도ㅎㅎ집,49.818589,86.458233
1812,ㅁㅁ집,124405,9,5,3,2,4,2,1,제주도ㅁㅁ집,39.258612,88.099871
1813,멋진집,41967,6,2,2,2,3,3,4,제주도멋진집,-83.294462,55.502227
1814,쿨한집,104007,3,5,2,5,4,4,1,제주도쿨한집,-17.984947,98.31484
1815,힙한집,56064,3,3,3,4,2,2,2,제주도힙한집,5.996777,-92.267813
1816,ㅋㅋ집,92315,6,4,4,4,3,3,3,제주도ㅋㅋ집,52.045759,-78.159078
1817,ㅎㅎ집,50472,7,3,2,6,3,2,1,제주도ㅎㅎ집,-72.24231,173.37714
1818,ㅁㅁ집,117984,4,2,4,6,5,6,2,제주도ㅁㅁ집,-26.811335,-116.776301
1819,멋진집,116470,3,4,2,6,5,5,1,제주도멋진집,-25.696516,7.125348
1820,쿨한집,122135,3,4,3,2,3,4,2,제주도쿨한집,-86.420886,-114.22635
1821,힙한집,116303,3,5,2,5,5,3,3,제주도힙한집,30.258524,-46.395371
1822,ㅋㅋ집,87441,3,2,3,1,5,5,1,제주도ㅋㅋ집,25.92497,24.493611
1823,ㅎㅎ집,60913,7,3,2,6,2,2,2,제주도ㅎㅎ집,-78.735396,-76.058682
1824,ㅁㅁ집,90415,3,2,3,5,4,3,1,제주도ㅁㅁ집,71.615228,-7.408696
1825,멋진집,51270,5,2,4,3,4,5,2,제주도멋진집,18.419193,15.394578
1826,쿨한집,90956,6,2,2,5,2,7,1,제주도쿨한집,-20.527867,-27.526786
1827,힙한집,79194,3,4,2,6,3,7,3,제주도힙한집,-23.012079,72.42937
1828,ㅋㅋ집,111709,9,2,3,2,4,4,2,제주도ㅋㅋ집,-70.097821,129.450732
1829,ㅎㅎ집,101868,6,3,2,2,3,2,4,제주도ㅎㅎ집,82.559616,-65.307076
1830,ㅁㅁ집,78749,8,4,3,4,2,6,2,제주도ㅁㅁ집,7.613934,-87.865186
1831,멋진집,122962,8,2,4,6,2,7,2,제주도멋진집,-82.899979,108.828952
1832,쿨한집,36409,7,3,2,6,3,5,1,제주도쿨한집,48.860236,69.096998
1833,힙한집,81384,3,3,3,4,4,2,2,제주도힙한집,-48.120628,148.658499
1834,ㅋㅋ집,99916,4,5,2,4,3,7,1,제주도ㅋㅋ집,21.801913,-8.598048
1835,ㅎㅎ집,72864,6,3,3,3,3,3,3,제주도ㅎㅎ집,58.627291,161.859477
1836,ㅁㅁ집,127425,4,3,2,6,4,6,1,제주도ㅁㅁ집,67.114711,2.766071
1837,멋진집,99348,7,2,3,2,5,5,1,제주도멋진집,-11.801961,118.895913
1838,쿨한집,30882,4,3,2,5,2,4,1,제주도쿨한집,7.968312,54.187866
1839,힙한집,54027,5,2,3,1,2,2,3,제주도힙한집,-64.736594,-2.28366
1840,ㅋㅋ집,76006,7,4,4,2,2,5,4,제주도ㅋㅋ집,-31.843582,-148.126249
1841,ㅎㅎ집,35773,7,5,3,2,2,7,3,제주도ㅎㅎ집,24.906403,-40.084706
1842,ㅁㅁ집,64069,8,2,4,4,5,7,4,제주도ㅁㅁ집,-69.827686,-156.780688
1843,멋진집,33918,7,3,4,2,3,5,3,제주도멋진집,-16.655202,-116.983499
1844,쿨한집,30814,3,2,2,2,5,5,4,제주도쿨한집,-56.309469,-144.305874
1845,힙한집,103433,5,2,4,2,3,5,3,제주도힙한집,40.311169,-140.20218
1846,ㅋㅋ집,124864,4,5,4,4,3,2,3,제주도ㅋㅋ집,33.079704,-8.959521
1847,ㅎㅎ집,40203,6,3,2,5,4,4,1,제주도ㅎㅎ집,-21.140624,-92.229667
1848,ㅁㅁ집,43714,3,3,2,5,2,3,1,제주도ㅁㅁ집,-59.355489,48.676355
1849,멋진집,77861,3,5,3,6,5,6,4,제주도멋진집,2.622424,-53.196583
1850,쿨한집,59679,4,5,2,5,4,3,1,제주도쿨한집,12.248678,-152.837856
1851,힙한집,30488,4,4,3,3,5,5,2,제주도힙한집,37.942758,-84.661265
1852,ㅋㅋ집,80790,6,5,2,2,5,2,4,제주도ㅋㅋ집,82.34123,-126.256369
1853,ㅎㅎ집,51794,6,5,2,2,2,3,4,제주도ㅎㅎ집,-14.975679,28.665185
1854,ㅁㅁ집,78222,3,5,2,6,3,4,2,제주도ㅁㅁ집,-63.707672,175.141391
1855,멋진집,30691,4,3,3,5,2,3,4,제주도멋진집,88.570099,157.467684
1856,쿨한집,107736,5,3,3,4,2,7,4,제주도쿨한집,46.003351,166.863708
1857,힙한집,88474,4,5,3,5,3,4,3,제주도힙한집,83.586014,50.572641
1858,ㅋㅋ집,39045,8,2,4,2,5,7,1,제주도ㅋㅋ집,78.210774,-164.552288
1859,ㅎㅎ집,34249,3,5,3,5,4,4,4,제주도ㅎㅎ집,-0.469413,-170.124965
1860,ㅁㅁ집,35026,7,3,4,1,5,4,2,제주도ㅁㅁ집,-41.459744,173.375626
1861,멋진집,106505,3,3,2,3,4,5,1,제주도멋진집,-21.788881,-96.646149
1862,쿨한집,39055,7,4,4,6,5,5,1,제주도쿨한집,24.533821,-91.708554
1863,힙한집,120519,6,3,3,3,3,4,2,제주도힙한집,-5.724443,67.497287
1864,ㅋㅋ집,100196,8,2,4,5,4,7,1,제주도ㅋㅋ집,-19.520986,-81.997472
1865,ㅎㅎ집,127898,3,5,4,5,5,2,3,제주도ㅎㅎ집,-22.609429,5.124208
1866,ㅁㅁ집,104828,7,3,2,3,5,7,1,제주도ㅁㅁ집,40.387429,-174.839165
1867,멋진집,107448,7,3,2,2,2,3,4,제주도멋진집,21.860019,-171.61338
1868,쿨한집,72028,8,2,4,3,3,4,2,제주도쿨한집,-76.064048,148.175801
1869,힙한집,60495,5,4,4,4,4,6,3,제주도힙한집,81.214998,-2.322474
1870,ㅋㅋ집,86433,3,5,4,4,3,2,4,제주도ㅋㅋ집,-43.804869,-71.365484
1871,ㅎㅎ집,100950,9,2,3,1,5,6,3,제주도ㅎㅎ집,-75.048584,91.381778
1872,ㅁㅁ집,84661,9,4,2,1,2,3,3,제주도ㅁㅁ집,-45.314365,124.241175
1873,멋진집,66120,9,2,2,3,4,3,4,제주도멋진집,63.919165,-56.847046
1874,쿨한집,122939,6,5,3,6,2,4,2,제주도쿨한집,-12.551922,67.106252
1875,힙한집,41423,4,3,2,4,3,2,2,제주도힙한집,-4.241747,-104.941367
1876,ㅋㅋ집,48329,6,3,2,1,5,5,4,제주도ㅋㅋ집,-79.330874,20.312522
1877,ㅎㅎ집,86616,8,2,4,5,5,4,2,제주도ㅎㅎ집,37.172569,-62.981145
1878,ㅁㅁ집,82812,5,3,2,6,2,2,4,제주도ㅁㅁ집,62.825103,114.379263
1879,멋진집,76449,4,3,2,5,3,7,4,제주도멋진집,-35.26489,74.099509
1880,쿨한집,37892,5,2,3,6,4,5,4,제주도쿨한집,9.693637,-174.015311
1881,힙한집,61360,7,5,2,2,2,6,4,제주도힙한집,8.396495,-49.827198
1882,ㅋㅋ집,82179,8,2,4,5,4,6,3,제주도ㅋㅋ집,17.9168,163.657695
1883,ㅎㅎ집,107955,4,4,3,1,3,2,1,제주도ㅎㅎ집,-75.950375,24.102915
1884,ㅁㅁ집,30297,7,4,4,4,5,6,2,제주도ㅁㅁ집,7.610791,81.81172
1885,멋진집,71887,5,4,2,1,5,3,4,제주도멋진집,34.579371,15.964561
1886,쿨한집,49206,8,2,2,4,5,7,1,제주도쿨한집,-88.094628,141.28318
1887,힙한집,71990,9,3,3,3,4,7,3,제주도힙한집,68.050726,46.9883
1888,ㅋㅋ집,47796,8,5,4,2,3,5,1,제주도ㅋㅋ집,4.92088,60.402374
1889,ㅎㅎ집,91934,9,4,3,6,3,4,1,제주도ㅎㅎ집,-28.621363,-132.79326
1890,ㅁㅁ집,33850,5,2,2,6,3,2,1,제주도ㅁㅁ집,-17.225513,-82.365334
1891,멋진집,109748,5,2,2,6,3,7,2,제주도멋진집,-63.643578,-123.466922
1892,쿨한집,64965,5,4,2,3,5,6,3,제주도쿨한집,24.535678,40.179984
1893,힙한집,104513,7,3,4,6,5,5,2,제주도힙한집,-30.261291,43.745656
1894,ㅋㅋ집,58785,7,4,4,5,2,6,2,제주도ㅋㅋ집,-47.028764,-139.069965
1895,ㅎㅎ집,79567,4,4,2,2,5,6,3,제주도ㅎㅎ집,11.683402,-22.78779
1896,ㅁㅁ집,54515,5,3,2,5,3,3,1,제주도ㅁㅁ집,56.342467,30.299151
1897,멋진집,71560,5,3,2,5,3,6,2,제주도멋진집,57.821112,12.922655
1898,쿨한집,69525,4,2,3,5,5,7,4,제주도쿨한집,51.914789,-15.761615
1899,힙한집,41419,3,2,4,5,4,5,3,제주도힙한집,54.169454,-90.606788
1900,ㅋㅋ집,79368,3,3,2,6,5,5,2,제주도ㅋㅋ집,85.247198,-107.093025
1901,ㅎㅎ집,106239,4,5,2,2,4,4,2,제주도ㅎㅎ집,-15.265853,-26.735847
1902,ㅁㅁ집,69617,9,5,4,3,3,3,4,제주도ㅁㅁ집,74.344072,-143.16791
1903,멋진집,117718,9,2,2,5,2,2,2,제주도멋진집,46.693781,20.072492
1904,쿨한집,86624,3,2,4,3,3,6,4,제주도쿨한집,-11.465264,-87.118097
1905,힙한집,103166,5,4,3,5,5,5,4,제주도힙한집,-5.634025,-14.003818
1906,ㅋㅋ집,120186,5,3,3,5,5,7,3,제주도ㅋㅋ집,4.219434,128.078078
1907,ㅎㅎ집,97277,3,2,2,4,2,4,3,제주도ㅎㅎ집,41.579072,-9.278528
1908,ㅁㅁ집,122837,5,3,3,2,4,7,3,제주도ㅁㅁ집,35.669407,-114.62147
1909,멋진집,127630,8,4,3,2,3,7,3,제주도멋진집,62.566333,59.48739
1910,쿨한집,42256,3,3,3,2,3,7,3,제주도쿨한집,-77.259049,-154.611779
1911,힙한집,102897,5,4,4,1,3,4,3,제주도힙한집,-1.936809,32.444078
1912,ㅋㅋ집,69371,7,4,4,4,5,4,3,제주도ㅋㅋ집,9.069134,167.952115
1913,ㅎㅎ집,51281,9,2,4,5,3,5,4,제주도ㅎㅎ집,-11.011481,-1.518133
1914,ㅁㅁ집,84934,6,3,4,1,5,7,3,제주도ㅁㅁ집,46.018562,177.318747
1915,멋진집,87234,9,5,2,3,5,3,3,제주도멋진집,82.057172,-116.470282
1916,쿨한집,91680,8,2,2,2,3,2,3,제주도쿨한집,17.921672,76.731665
1917,힙한집,48849,9,4,3,1,3,4,4,제주도힙한집,-73.905261,-177.008657
1918,ㅋㅋ집,112880,8,3,3,4,2,5,2,제주도ㅋㅋ집,-56.972902,-121.270752
1919,ㅎㅎ집,56525,7,3,2,1,5,7,4,제주도ㅎㅎ집,4.960159,75.618786
1920,ㅁㅁ집,106931,5,3,3,4,3,4,2,제주도ㅁㅁ집,-1.228441,-104.943945
1921,멋진집,38094,3,3,3,4,2,3,4,제주도멋진집,-7.855783,-79.026121
1922,쿨한집,122481,4,5,3,1,3,7,3,제주도쿨한집,67.701673,-143.018128
1923,힙한집,47201,5,2,3,1,4,2,4,제주도힙한집,6.680857,-47.91938
1924,ㅋㅋ집,100739,7,2,4,3,2,7,1,제주도ㅋㅋ집,6.391599,128.182685
1925,ㅎㅎ집,53514,4,4,2,1,2,5,2,제주도ㅎㅎ집,-7.575028,-135.565932
1926,ㅁㅁ집,117673,8,5,4,2,3,6,2,제주도ㅁㅁ집,-19.623228,36.481762
1927,멋진집,96541,9,4,3,6,3,4,3,제주도멋진집,19.518883,125.836519
1928,쿨한집,65610,8,3,2,4,5,4,4,제주도쿨한집,76.362801,119.123657
1929,힙한집,93254,3,4,4,6,5,2,2,제주도힙한집,23.556537,-49.662449
1930,ㅋㅋ집,63608,5,5,2,1,3,3,3,제주도ㅋㅋ집,53.244881,-106.569847
1931,ㅎㅎ집,55257,5,5,4,4,3,3,2,제주도ㅎㅎ집,64.188397,173.743286
1932,ㅁㅁ집,91242,7,4,4,4,3,6,1,제주도ㅁㅁ집,6.821897,18.359718
1933,멋진집,68207,6,3,2,2,3,6,1,제주도멋진집,39.382251,-134.259427
1934,쿨한집,89172,4,5,4,1,3,7,3,제주도쿨한집,72.108246,143.481616
1935,힙한집,87277,4,3,2,6,5,3,4,제주도힙한집,87.020294,-179.214322
1936,ㅋㅋ집,109972,5,3,4,6,4,7,1,제주도ㅋㅋ집,-79.004285,-25.872512
1937,ㅎㅎ집,112483,7,2,4,2,2,7,3,제주도ㅎㅎ집,-46.213742,60.792891
1938,ㅁㅁ집,127816,9,4,2,4,3,3,2,제주도ㅁㅁ집,82.419999,32.067604
1939,멋진집,89943,9,3,3,1,3,6,3,제주도멋진집,-31.741956,-50.291238
1940,쿨한집,89423,8,2,3,5,3,2,3,제주도쿨한집,-45.573224,-39.8291
1941,힙한집,85215,4,3,4,2,2,3,1,제주도힙한집,25.711691,-116.219599
1942,ㅋㅋ집,70263,6,3,4,1,5,2,3,제주도ㅋㅋ집,1.458451,60.468397
1943,ㅎㅎ집,46509,3,4,3,3,3,4,4,제주도ㅎㅎ집,55.366346,-119.645879
1944,ㅁㅁ집,68811,9,4,3,5,3,3,3,제주도ㅁㅁ집,-38.795242,124.292964
1945,멋진집,105096,4,2,3,3,5,6,2,제주도멋진집,54.722891,169.131506
1946,쿨한집,52345,6,4,4,1,3,7,1,제주도쿨한집,30.451172,140.286194
1947,힙한집,92011,6,5,2,4,2,4,1,제주도힙한집,22.400437,-142.153289
1948,ㅋㅋ집,55360,7,5,3,3,4,7,2,제주도ㅋㅋ집,12.053502,43.73943
1949,ㅎㅎ집,111095,4,3,3,3,2,7,4,제주도ㅎㅎ집,-8.353959,-107.680898
1950,ㅁㅁ집,116543,3,5,3,4,2,2,3,제주도ㅁㅁ집,-9.437031,104.792103
1951,멋진집,33481,8,2,3,4,4,3,3,제주도멋진집,-73.261882,89.911798
1952,쿨한집,32966,9,3,3,3,2,6,3,제주도쿨한집,23.783484,132.391068
1953,힙한집,35488,3,4,4,5,4,5,1,제주도힙한집,78.138856,154.847962
1954,ㅋㅋ집,66801,4,2,4,6,4,6,1,제주도ㅋㅋ집,14.884633,-142.309647
1955,ㅎㅎ집,115943,4,5,2,3,2,6,3,제주도ㅎㅎ집,67.855086,100.984394
1956,ㅁㅁ집,86480,3,4,3,2,4,3,2,제주도ㅁㅁ집,34.40477,-140.063233
1957,멋진집,108611,6,5,4,3,2,7,2,제주도멋진집,-28.518543,178.024891
1958,쿨한집,82736,9,4,2,1,2,4,2,제주도쿨한집,-85.093034,168.163252
1959,힙한집,66751,3,2,3,5,4,2,4,제주도힙한집,-50.671591,-15.5936
1960,ㅋㅋ집,111885,3,5,4,3,3,4,2,제주도ㅋㅋ집,81.105667,-25.355155
1961,ㅎㅎ집,88688,9,3,4,1,3,6,1,제주도ㅎㅎ집,66.447013,45.967064
1962,ㅁㅁ집,71555,5,5,2,5,3,6,2,제주도ㅁㅁ집,-15.562793,-94.369434
1963,멋진집,82575,5,2,2,3,5,7,3,제주도멋진집,-35.118317,-146.110722
1964,쿨한집,65184,6,4,3,5,5,3,4,제주도쿨한집,69.337453,-110.954728
1965,힙한집,124654,9,3,3,1,5,2,2,제주도힙한집,-5.198048,-113.688275
1966,ㅋㅋ집,113894,9,2,4,6,4,4,1,제주도ㅋㅋ집,46.512698,148.477752
1967,ㅎㅎ집,45679,7,2,2,1,2,2,2,제주도ㅎㅎ집,-47.960619,-178.446728
1968,ㅁㅁ집,100922,9,5,3,4,2,4,4,제주도ㅁㅁ집,40.405626,151.780964
1969,멋진집,115023,8,3,3,1,3,6,3,제주도멋진집,24.802215,51.348055
1970,쿨한집,103146,6,3,4,5,5,2,3,제주도쿨한집,-50.410777,-21.922757
1971,힙한집,69159,7,3,3,5,4,7,1,제주도힙한집,-37.163197,2.236518
1972,ㅋㅋ집,65057,9,2,2,5,3,4,2,제주도ㅋㅋ집,32.253429,49.081426
1973,ㅎㅎ집,121699,3,2,2,1,4,3,4,제주도ㅎㅎ집,-62.006822,102.800103
1974,ㅁㅁ집,87047,7,5,3,2,2,7,3,제주도ㅁㅁ집,78.129203,82.747681
1975,멋진집,74389,8,3,3,1,2,3,4,제주도멋진집,-9.964044,-117.599249
1976,쿨한집,36312,6,5,4,2,2,7,3,제주도쿨한집,63.533416,-24.242538
1977,힙한집,34019,4,2,3,5,2,7,3,제주도힙한집,-51.312547,-149.752745
1978,ㅋㅋ집,94874,7,4,3,3,3,7,2,제주도ㅋㅋ집,59.687416,105.866234
1979,ㅎㅎ집,98182,3,4,2,5,3,6,1,제주도ㅎㅎ집,79.426602,-23.157463
1980,ㅁㅁ집,55092,4,4,3,6,2,4,1,제주도ㅁㅁ집,-25.401946,-111.689019
1981,멋진집,55394,7,5,4,6,3,3,4,제주도멋진집,-67.313883,-53.823293
1982,쿨한집,74044,9,5,3,2,2,3,1,제주도쿨한집,65.689826,-101.830737
1983,힙한집,112029,8,3,4,1,5,5,4,제주도힙한집,-85.954471,-172.447669
1984,ㅋㅋ집,39777,7,5,4,2,2,4,2,제주도ㅋㅋ집,70.700517,-178.300917
1985,ㅎㅎ집,102569,7,5,4,5,2,5,3,제주도ㅎㅎ집,-53.874739,-120.079893
1986,ㅁㅁ집,65799,9,2,3,1,2,7,1,제주도ㅁㅁ집,-43.676534,-123.652835
1987,멋진집,111271,4,3,3,6,5,6,1,제주도멋진집,-5.473791,-3.553992
1988,쿨한집,66408,7,2,4,4,2,7,2,제주도쿨한집,72.481939,-43.512752
1989,힙한집,65840,4,3,2,4,4,2,3,제주도힙한집,-77.228662,158.234308
1990,ㅋㅋ집,121258,5,5,4,6,5,3,2,제주도ㅋㅋ집,-48.696793,-131.640639
1991,ㅎㅎ집,98159,5,4,3,5,2,4,2,제주도ㅎㅎ집,21.294643,-72.673286
1992,ㅁㅁ집,79708,7,5,2,3,3,6,4,제주도ㅁㅁ집,6.731593,-95.428662
1993,멋진집,77477,6,3,2,2,2,7,4,제주도멋진집,58.654968,-107.955832
1994,쿨한집,96339,4,5,4,5,2,3,3,제주도쿨한집,-62.246187,60.465809
1995,힙한집,39522,7,3,2,6,5,5,2,제주도힙한집,-71.043637,-37.682638
1996,ㅋㅋ집,110897,3,4,2,4,3,4,2,제주도ㅋㅋ집,46.44161,19.343812
1997,ㅎㅎ집,75166,3,3,2,4,2,4,4,제주도ㅎㅎ집,66.624437,-33.127002
1998,ㅁㅁ집,66872,4,4,3,1,5,6,3,제주도ㅁㅁ집,-45.956706,71.791624
1999,멋진집,127097,8,5,2,4,4,3,3,제주도멋진집,-49.026738,-45.862819
2000,쿨한집,100889,6,2,4,5,3,2,1,제주도쿨한집,-26.662015,110.124628
2001,힙한집,127448,3,4,4,2,3,5,2,제주도힙한집,-29.78352,-141.255978
2002,ㅋㅋ집,73673,6,2,3,1,2,2,3,제주도ㅋㅋ집,34.126338,129.311852
2003,ㅎㅎ집,106575,3,4,2,2,4,3,4,제주도ㅎㅎ집,-36.392041,17.978291
2004,ㅁㅁ집,66258,5,5,3,4,2,5,4,제주도ㅁㅁ집,-71.64523,-49.127209
2005,멋진집,108948,8,4,2,4,3,5,4,제주도멋진집,-53.816723,87.844231
2006,쿨한집,41457,5,5,3,4,2,7,1,제주도쿨한집,20.804114,119.463615
2007,힙한집,70048,3,2,4,4,5,4,1,제주도힙한집,52.117248,-104.62859
2008,ㅋㅋ집,99713,5,5,3,3,2,2,4,제주도ㅋㅋ집,-84.071408,99.639583
2009,ㅎㅎ집,74592,3,4,2,6,3,7,1,제주도ㅎㅎ집,-81.918848,118.999599
2010,ㅁㅁ집,115156,7,4,3,2,2,7,3,제주도ㅁㅁ집,-21.720437,-7.836788
2011,멋진집,125748,6,5,2,2,2,2,4,제주도멋진집,-20.694886,-42.68778
2012,쿨한집,66881,9,4,3,4,5,7,1,제주도쿨한집,-3.474339,-132.079869
2013,힙한집,84078,8,2,3,2,5,6,2,제주도힙한집,-10.482336,-18.981348
2014,ㅋㅋ집,122527,8,4,2,2,5,3,1,제주도ㅋㅋ집,-5.515197,148.826133
2015,ㅎㅎ집,68847,8,2,2,1,2,2,4,제주도ㅎㅎ집,-43.200317,-104.946935
2016,ㅁㅁ집,46831,8,2,2,1,4,6,4,제주도ㅁㅁ집,38.473688,78.004985
2017,멋진집,70541,4,5,3,1,5,4,2,제주도멋진집,24.970413,-93.78104
2018,쿨한집,102944,7,2,4,1,2,4,2,제주도쿨한집,41.879986,-21.941848
2019,힙한집,77595,6,2,3,5,2,3,3,제주도힙한집,-77.202597,154.347276
